_id,product_name,current_url,view_click,alloy,stone
110853,Women's Earring Miyoko,https://www.glamira.co.uk/glamira-earring-miyoko.html?stone3=diamond-Swarovsky&fbclid=IwAR1MQh-W53U1BhHnUmnX2IWiWICpsxLZJMI2m5-DXDSsqbS-1vZirNfDyEw&product_id=110853,469,,
110795,Women's Necklace Malena,https://www.glamira.co.uk/glamira-necklace-malena.html?product_id=110795&stone3=diamond-Swarovsky,1792,,
92571,link 404,https://www.glamira.hr/necklaces-spiga-(diamond-cut).html?fbclid=IwAR3-qufLHZ2zNl-h9jUCLndeHwOcLnZQyrKxo0ZVIumIxLd8rPaFVuCEVhI&product_id=92571,15,,
99984,Engagement Ring Elienor,https://www.glamira.co.za/glamira-ring-elienor.html?itm_source=recommendation&itm_medium=sorting&synthetic=labdiamond&fbclid=IwAR2nKArE3RMFYoQ0zLaP9PB9X-6-pZ7DtZ4FIPyGTe52-Fam_UmCkSDuYuU&product_id=99984,6191,,
92202,Engagement Ring Genifer 0.8 crt,https://www.glamira.sg/glamira-ring-genifer-0.8-crt.html?fbclid=IwAR0MHoiUVPKjHj1NQ62YzHcG-zCUx0oehBhAHqA3ogvrtxtp1AdpIHN9F1s&product_id=92202,718,,
97646,Glamira Colgante Nereus,https://www.glamira.com.mx/glamira-pendant-nereus-corazon.html?fbclid=IwAR2hcOaX8UrGcmgeK4nqlDBTN0TcUPWCPsLdtZ_8eA4-zMKIHnwi1J5ipRg&product_id=97646,156,,
90970,Engagement Ring Ellie 0.16 crt,https://www.glamira.co.uk/glamira-ring-ellie-0.16-crt.html?product_id=90970,11406,,
102676,Cercei Dama Leronda Ø6 mm,https://www.glamira.ro/glamira-earring-leronda-6-mm.html?fbclid=IwAR2tVokfDGFMVsy3i6lajT6PQgubajj5eI9uVrenuCvxCUhU0eEBkVBfqRY&product_id=102676,108,,
97681,GLAMIRA Přívěsek Koprisnica,https://www.glamira.cz/glamira-pendant-koprisnica.html?fbclid=IwAR0Qb6MGmIdw1VUZn-DWGsQWyN1r7oVJgkBHqG-FvcLr444CdOvozefWysw&product_id=97681,106,,
101298,Sievietes kāju sprādze Janella,https://www.glamira.lv/glamira-kaju-spradze-janella.html?fbclid=IwAR2jxVpnZ39JdvsSSJll2iNrsy5e5F3-Mj_eDDoBINVQ5k8OqyEHfDBL-hc&product_id=101298,59,,
90884,Engagement Ring Bridal Element 0.1 crt,https://www.glamira.co.za/glamira-ring-bridal-element-0.1crt.html?fbclid=IwAR2zlwERhSl4nTi-DLg8Vrbc0A5wRglmqgda3vHL0Qo0gU4Agxc1mfaRhjY&product_id=90884,346,,
109608,Kvinnans hänge Aldene,https://www.glamira.se/glamira-hangsmycke-aldene.html?itm_medium=sorting&itm_source=recommendation&product_id=109608,1202,,
91844,GLAMIRA Prsten Levenia,https://www.glamira.hr/glamira-ring-levenia.html?itm_source=recommendation&itm_medium=sorting&fbclid=IwAR2MOd-lCali39ewaqEP3jbwE7Zxq6jmzX7F8qgz2_3jpBEMZdUhTjVm0vU&product_id=91844,405,,
99855,Damen ohrring Taniel,https://www.glamira.de/glamira-ohrringe-taniel.html?product_id=99855,707,,
101620,Детска обица Beagle,https://www.glamira.bg/glamira-kids-beagle.html?fbclid=IwAR238uR-Ue7YDVb8OxcXpwzgEsumpdAMZ2KQJqmoD4QEV41Uws6bp4oRCgs&product_id=101620,711,,
104497,Women's Pendant Labritney,https://www.glamira.com.au/glamira-pendant-labritney.html?fbclid=IwAR3_VgHbGvnwo66tSa0mYcSetsoqvEmbwJGWIF9bchrnBJ5W6eFxEUy9sIs&product_id=104497,131,,
102942,Дамска обица Alechia,https://www.glamira.bg/glamira-earring-alechia.html?itm_source=recommendation&itm_medium=sorting&fbclid=IwAR2GjuVawcBz2e85TvAvkqjascaCd7SO2H_43uGcq_M3UBcH94miWA7h0zc&product_id=102942,847,,
109878,Förlovningsring Kabena 0.25 crt,https://www.glamira.se/glamira-ring-kabena-0.25-crt.html?fbclid=IwAR1O4P3xsX8NndIB8ZkKGC3HnVvUn7d3nzt5gLqZBDaR2cMq6UsYn451XgA&product_id=109878,11623,,
87207,link 404,https://int.glamira.com/,316,,
106883,link 404,https://www.glamira.de/checkout/cart/,22,,
94915,link 404,https://www.glamira.fr/checkout/cart/,241,,
97238,link 404,https://int.glamira.com/,68,,
105863,link 404,https://int.glamira.com/,17,,
89595,Herrenring Generous Heart,https://www.glamira.de/glamira-ring-generous-heart.html?fbclid=IwAR3vLU_VxOHknyt_M4TWueYK8o6e6Oko6DnsIKTx1vbUo3gUDi1EFRPSvUg&product_id=89595,1543,,
110533,GLAMIRA Anillo Polymnia,https://www.glamira.com.mx/glamira-ring-polymnia.html?fbclid=IwAR2IJbV1iVpJizLLtjf5DQG2d0M0fNgnkd36vQw4_oQIJEgLz_Wwjdrzr1I&product_id=110533,504,,
104607,Women's Pendant Denisha,https://www.glamira.sg/glamira-pendant-denisha.html?fbclid=IwAR3rQuEd_IQb2vhMZI3SxhYT91g1iw2B1yxODwQhyr-PFOL_bLptFdn98ag&product_id=104607,145,,
110515,GLAMIRA Pierścionek Gelsomino,https://www.glamira.pl/glamira-ring-gelsomino.html?product_id=110515,1940,,
110367,link 404,https://www.glamira.co.uk/glamira-horoscope-pendant-aries-sku-110367.html?fbclid=IwAR06SDsqqnBzw14E5MB4B29XVBtMfk4GMDEeAuWRxHFU399viN4NCDXEJes&product_id=110367,366,,
104464,Дамска обица Roldania,https://www.glamira.bg/glamira-earring-roldania.html?fbclid=IwAR1KUU4UwIx4DJ_6oQWv9dvtnxEgYDfIQgk-ezjcZT7khS4rnzWw6dUnijE&product_id=104464,65,,
110820,GLAMIRA Colgante Carline E,https://www.glamira.com.mx/glamira-pendant-carline-e.html?diamond=diamond-Brillant&product_id=110820,166,,
104228,Women's Pendant Leonie,https://www.glamira.com.au/glamira-pendant-leonie.html?itm_source=recommendation&itm_medium=detail&fbclid=IwAR0_8ywsOv8H9YDjuMG9n3sk4KMbcpEs5YIBSHzS3nCpUYiBW4AAyECpq4g&product_id=104228,604,,
103195,Glamira Ring Tivona,https://www.glamira.dk/glamira-ring-tivona.html?fbclid=IwAR3RWMJh-rGpwTnZcWJMzXE7MaWSIIN06kuTzea_U-1cbZm7VF1X-T18NUc&product_id=103195,784,,
102595,link 404,https://www.glamira.hr/glamira-ring-elanora.html?fbclid=IwAR32ZwqpMbGl5RQTME2j8PmDQwbBMmbsRZ1rf5KxyLwVq0BdlWce82BeU0I&product_id=102595,16,,
101531,GLAMIRA Pendientes Sadira 12 mm,https://www.glamira.com.mx/glamira-earring-sadira-12-mm.html?fbclid=IwAR3CKZJlFtJ1dU4wlkL-mHGOVZjamlkETxnDkvFQhewAspQ8__wEgIzgsac&product_id=101531,523,,
100019,GLAMIRA Ringen Severny,https://www.glamira.nl/glamira-ring-severny.html?itm_source=recommendation&itm_medium=sorting&fbclid=IwAR3ZOWzgG-BAOe_5sckF88OnXSjOVZvcklnPCoBzaILujTuJ61D56KSd5iw&product_id=100019,915,,
100672,Kid's Earring Norman,https://www.glamira.co.uk/glamira-kids-earring-norman.html?product_id=100672,5,,
97508,Express Shipping,https://www.glamira.nl/express-shipping-20e.html?product_id=97508,38,,
102153,Herrenring Silver Inspiration Cloud,https://www.glamira.de/herrenring-silver-inspiration-cloud.html?fbclid=IwAR0A2aZiRFT3asjWhySifCCshPEWsvu0dBjI5-4ZMfEQte3YhTG_Ff2Fb1c&product_id=102153,15,,
111416,Men's Ring Alec,https://www.glamira.co.uk/catalog/product/view/id/111416?product_id=111416,1,,
90725,Inel bărbați Fabian,https://www.glamira.ro/glamira-ring-fabian.html?product_id=90725,1987,,
110111,GLAMIRA Narukvica Francine,https://www.glamira.hr/glamira-bracelet-francine.html?itm_source=recommendation&itm_medium=detail&fbclid=IwAR01r8WTt6XP1SK-pIDz86_QjJaaAXUTG5z7zS_EbP8IZbMvODz6V_nY3iA&product_id=110111,288,,
108698,Kvindes vedhæng Rolanda,https://www.glamira.dk/glamira-pendant-rolanda.html?itm_source=recommendation&itm_medium=smartsearch&fbclid=IwAR0uFNQlitbIdFbTqoYRO7VM2HwNlJaoX6vhzg71l8dUk09OOmh5-VqKvx4&product_id=108698,52,,
109908,Kvinnans hänge Milia,https://www.glamira.se/glamira-hangsmycke-milia.html?product_id=109908,400,,
101906,Glamira Prstan Mordeya,https://www.glamira.si/glamira-prstan-mordeya.html?fbclid=IwAR1Jvh3Oo2__8zaTDi4gPWnD0oURgLM8k9hYNsJKqqm34hRywNZgHiC0-VI&product_id=101906,136,,
97514,Dětský přívěsek Maraly,https://www.glamira.cz/glamira-detsky-privesek-maraly.html?product_id=97514,109,,
86701,Zásnubný prsteň Bridal Dream,https://www.glamira.sk/glamira-ring-bridal-dream-skug100785.html?fbclid=IwAR3SA0gSiZ2okDSCps7mDL4TdO5oMX54CBanq-b1qB10t7tmUP3ZG_ABLqc&product_id=86701,1522,,
109905,Naise ripats Maiken,https://www.glamira.ee/glamira-pendant-maiken.html?fbclid=IwAR3nROot4bN-uMJFqWsE2bFpUoEURt18GlsW-aq1scwk4RKuFwacgxkcdlQ&product_id=109905,134,,
109682,GLAMIRA Pendant Quinn,https://www.glamira.com/glamira-pendant-quinn.html?itm_source=recommendation&itm_medium=sorting&fbclid=IwAR16kfvc0KarWbzrhxWUdFTuCTMy-5sknMS7RjuGJDpVeYPjWcWunAVVB2k&product_id=109682,122,,
110650,GLAMIRA Armbånd Alpha 16 cm,https://www.glamira.dk/glamira-armband-alpha-16-cm.html?product_id=110650,166,,
102641,Glamira Broche Laurasia,https://www.glamira.com.mx/glamira-broche-laurasia.html?itm_source=recommendation&itm_medium=smartsearch&fbclid=IwAR2PQAIVBjAH-IlOBA6AG06OLKFZfxPUqvgvNqMwGq7FTMe0rc4fwOhM2uI&product_id=102641,181,,
104014,Мъжки пръстен Aladino,https://www.glamira.bg/glamira-ring-aladino.html?itm_source=recommendation&itm_medium=sorting&fbclid=IwAR3Bn_wYotEsd_ZNOM7zVjfrC4atJmuLNtoBHl9U4Aah2BiAljl_xpDE53o&product_id=104014,1081,,
103608,GLAMIRA Ring Molindas,https://www.glamira.co.za/glamira-ring-molindas.html?product_id=103608,183,,
104379,Women's Pendant Evaliya,https://www.glamira.co.za/glamira-pendant-evaliya.html?fbclid=IwAR3QSV8lcA21PlZkaOxGJewlA1fo8-K4e8KaejhoChR6iAY6UMSvqqTGmNA&product_id=104379,17,,
99964,Cufflink Joseluis,https://www.glamira.co.za/glamira-cufflink-joseluis.html?fbclid=IwAR3SPWUkA3Xq12Mvzf7FmzHCaqcvWcpzK-ww-XarXX9HEz8pfRwMol9to6k&product_id=99964,144,,
91191,Glamira Broš Fibula,https://www.glamira.hr/glamira-brooch-fibula.html?fbclid=IwAR1fPVygrDxYL_O7u7XfWkdWQiGGlNtRKUztyaeOW9kJ540wN8s294LeKQY&product_id=91191,429,,
97883,GLAMIRA Ring Jacalyn,https://www.glamira.co.uk/glamira-ring-jacalyn.html?fbclid=IwAR1pwaoTpki6VlBHpFxKpxXRRsjSV5s32GUEDq_mVqXxbil7WQyjlm_r4Tk&product_id=97883,1558,,
101379,GLAMIRA Knude Ringe Alannis,https://www.glamira.no/glamira-knude-ringe-alannis.html?product_id=101379,35,,
90381,Dámsky náramok Neisse,https://www.glamira.sk/glamira-bangle-neisse.html?itm_source=recommendation&itm_medium=sorting&fbclid=IwAR1Xs-d3fNMhNZVaiksYXRIVHCnJHKwG7epI2oOuaYXBEGO4kOdz3fVKo1I&product_id=90381,1093,,
101870,GLAMIRA Ring Mauretta,https://www.glamira.se/glamira-ring-mauretta.html?utm_campaign=webconversion&fbclid=IwAR07oMhOzQuSYkGbs9GOln1T-Sk9TjRxB7kKvRBoUUEm1Hi3ZO54Af7gk-Y&product_id=101870,187,,
100489,Копчета за ръкавели Akhilan,https://www.glamira.bg/glamira-cufflink-akhilan.html?fbclid=IwAR30YNMvphITdwToOhvbBVqjM0h8UhfJrsYFyz1-Lk6hh08G4CDiTmqkp44&product_id=100489,81,,
90372,Pulseira Feminino Quinny,https://www.glamira.pt/glamira-bracelete-quinny.html?fbclid=IwAR01cb-0g4iUvmuoelT-oooZNIWiw_nXWtFnOfm0iTNo40O289hGB0ubPZs&product_id=90372,1149,,
110343,GLAMIRA Natural Colgante K,https://www.glamira.com.ec/glamira-natural-pendant-k.html?product_id=110343,157,,
104078,Dámsky náušnice Chamisa,https://www.glamira.sk/glamira-earring-chamisa.html?fbclid=IwAR3sfw6NXtbJRQ7ZPtA6mZCk92QWMwaB9L5PYo_DHM2crFHSTU8c9iByFVU&product_id=104078,416,,
110122,GLAMIRA Bracelet Bettie,https://www.glamira.co.uk/glamira-bracelet-bettie.html?fbclid=IwAR2iinzdg_bBmTiO9mV9sduj7TbMQw7eZa3jNVRI26UOEtdLKyCzumqpWrc&product_id=110122,265,,
98166,Damen ohrring Hadassah,https://www.glamira.ch/glamira-earring-hadassah.html?fbclid=IwAR2tQCR9Fe2SQPZxNm8xVub3xwD2cVCBPMJXQ7K5F6w183-SN-s_qLaZlAI&product_id=98166,6071,,
100700,Brinco Infantil Segozero,https://www.glamira.pt/brinco-infantil-glamira-segozero.html?product_id=100700,87,,
97429,Pendentif pour femme Manucan,https://www.glamira.fr/glamira-pendentif-manucan.html?product_id=97429,6236,,
110307,link 404,https://www.glamira.sk/glamira-ring-hermelinda.html?fbclid=IwAR2bnYJQpK47e4kJeoc5VskrsvTepZnut31S4sKhU6SDpa44eNov-ZWf32o&product_id=110307,105,,
